Course Title,Credits,Prerequisites,Concurrent Enrollment,Major
IS 5600 - Mobile and Web Application Development,Credit(s): 0 or 3 Credits,IS 5000,NaN,Information Systems (IS)
IS 5910 - Internship Experience in Information Systems,Credit(s): 1-3 Credits,NaN,NaN,Information Systems (IS)
IS 5960 - Masters Research Project I: Workforce Center Certification Track,Credit(s): 1 Credit,"ORLD 5050, IS 5000, IS 5100, IS 5200, IS 5300",NaN,Information Systems (IS)
IS 5961 - Masters Research Project I,Credit(s): 1 Credit,"ORLD 5050, IS 5000, IS 5100, IS 5200, IS 5300",NaN,Information Systems (IS)
IS 5962 - Masters Research Project II,Credit(s): 1 Credit,"AA 5221, IS 5960, IS 5961",NaN,Information Systems (IS)
IS 5963 - Masters Research Project III,Credit(s): 1 Credit,IS 5962,NaN,Information Systems (IS)
ITM 5930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Information Technology Management (ITM)
ITM 5980 - Graduate Reading Course,Credit(s): 1-3 Credits,NaN,NaN,Information Technology Management (ITM)
ITM 6000 - Managing Information Technology,Credit(s): 3 Credits,NaN,NaN,Information Technology Management (ITM)
"ITM 6005 - Supply, Demand, and Technology",Credit(s): 3 Credits,NaN,NaN,Information Technology Management (ITM)
ITM 6300 - Database Management Systems,Credit(s): 3 Credits,NaN,NaN,Information Technology Management (ITM)
ITM 6400 - Applied Business Analytics,Credit(s): 3 Credits,NaN,NaN,Information Technology Management (ITM)
ITM 6450 - Decision Making with Enterprise Systems,Credit(s): 3 Credits,NaN,NaN,Information Technology Management (ITM)
ITM 6500 - Managing Cybersecurity in Organizations,Credit(s): 3 Credits,NaN,NaN,Information Technology Management (ITM)
ITM 6550 - Big Data in Organizations,Credit(s): 3 Credits,NaN,NaN,Information Technology Management (ITM)
ITM 6700 - Advanced Business Analytics,Credit(s): 3 Credits,NaN,NaN,Information Technology Management (ITM)
ITM 6930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Information Technology Management (ITM)
ITM 6980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Information Technology Management (ITM)
IAS 6010 - Interdisciplinary Seminar,Credit(s): 1 Credit (Repeatable for credit),NaN,NaN,Integrated and Applied Sciences (IAS)
IAS 6030 - Interdisciplinary Research,Credit(s): 2 Credits (Repeatable for credit),NaN,NaN,Integrated and Applied Sciences (IAS)
IAS 6930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Integrated and Applied Sciences (IAS)
IAS 6970 - Research Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Integrated and Applied Sciences (IAS)
IAS 6980 - Graduate Reading Course,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Integrated and Applied Sciences (IAS)
IAS 6990 - Dissertation Research,Credit(s): 0-12 Credits (Repeatable for credit),NaN,NaN,Integrated and Applied Sciences (IAS)
IEP 0105 - Writing and Grammar: Beginner,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Intensive English Program (IEP)
IEP 0125 - Reading and Vocabulary: Beginner,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Intensive English Program (IEP)
IEP 0135 - Listening and Speaking: Beginner,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Intensive English Program (IEP)
IEP 0205 - Writing and Grammar: High Beginner,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Intensive English Program (IEP)
IEP 0225 - Reading and Vocabulary: High Beginner,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Intensive English Program (IEP)
IEP 0235 - Listening and Speaking: High Beginner,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Intensive English Program (IEP)
IEP 0305 - Writing and Grammar: Intermediate,Credit(s): 1-4 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0315 - Exploring Cultures: Intermediate,Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0325 - Reading: Intermediate,Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0335 - Listening and Speaking: Intermediate,Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0405 - Writing and Grammar Level 4: High Intermediate,Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
"IEP 0415 - People, Places, Connections: An Introduction to Human Geography",Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0425 - Reading: High Intermediate,Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0435 - Listening & Speaking Level 4: High Intermediate,Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0505 - Writing and Grammar Level 5: Low Advanced,Credit(s): 2 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0515 - Intercultural Communication Level 5: Low Advanced,Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0525 - Reading and Vocabulary Level 5: Low Advanced,Credit(s): 1.5 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 0535 - Listening and Speaking Level 5: Low Advanced,Credit(s): 2 Credits,NaN,NaN,Intensive English Program (IEP)
IEP 1930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Intensive English Program (IEP)
IU 1ELE - Inter-University Course,Credit(s): 0-6 Credits (Repeatable up to 12 credits),NaN,NaN,Inter-â€‹University (IU)
IU 2ELE - Inter-University Course,Credit(s): 0-6 Credits (Repeatable up to 12 credits),NaN,NaN,Inter-â€‹University (IU)
IM 0107 - Clinical Exposure to Management of Transplant Patients,Credit(s): 3 Credits,NaN,NaN,Internal Medicine (IM)
IM 0108 - Genomics for Medicine,Credit(s): 3 Credits,NaN,NaN,Internal Medicine (IM)
IM 0115 - Asthma & Allergy Clinical Services,Credit(s): 2-12 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0301 - Internal Medicine Clerkship,Credit(s): 6-12 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0302 - Internal Medicine Career Exploration,Credit(s): 1-2 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
"IM 0305 - Internal Medicine Career Exploration - Allergy, Asthma & Immunology Institute of St. Louis, Inc.",Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0307 - Internal Medicine - Geriatric Medicine at SLU Hospital and Clinics,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0308 - Internal Medicine - Pulmonary @ SLU Hospital,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0310 - St. Anthony's at Arnold Family Healthcare,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0311 - Internal Medicine Career Exploration - Cardiology@SLUH,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0401 - Sleep Medicine,Credit(s): 2-4 Credits,NaN,NaN,Internal Medicine (IM)
IM 0406 - Medical Intensive Care Unit,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0407 - Allergy and Immunology,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0409 - Cardiovascular Disease,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0410 - Cardiology 3,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0413 - Clinical Endocrinology,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0414 - Hematology and Medical Oncology,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0415 - Clinical Infectious Disease,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0417 - Nephrology,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0419 - Pulmonary Disease,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0420 - Clinical Rheumatology,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0421 - Introduction to Outpatient Clinical Hepatology,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0425 - Consultative Internal Medicine,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0427 - Interpretation of the Electrocardiogram,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0428 - Ambulatory Medicine,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0431 - Cardiac Auscultation-An Advanced Course,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0433 - Inpatient Gastroenterology and Hepatology,Credit(s): 1-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0435 - Non-Invasive Cardiology,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0439 - Hospice and Palliative Medicine,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0441 - Preparing Clinical Cases for Presentation and Publication,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0442 - Clinical Gastroenterology & Hepatology- St. Anthony's,Credit(s): 2-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0446 - Nephrology and Hypertension - St. Anthony's Hospital,Credit(s): 2-12 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0450 - Intro to Patient Safety and Quality Improvement,Credit(s): 2-12 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0451 - Required Ambulatory Medicine,Credit(s): 3-12 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0452 - Advanced Art and Practice of Internal Medicine,Credit(s): 1-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0453 - Geriatric Consultation Service,Credit(s): 2-8 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0454 - Point of Care Ultrasound for Internal Medicine,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0455 - Advanced Physical Diagnosis and Basic Procedural Skills,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0456 - Medical Nutrition - Past and Present,Credit(s): 4 Credits,NaN,NaN,Internal Medicine (IM)
IM 0499 - Internal Medicine Student Chief,Credit(s): 1-12 Credits,NaN,NaN,Internal Medicine (IM)
IM 0501 - Acting Internship: General Internal Medicine - St. Louis University Hospital,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0502 - Acting Internship: General Internal Medicine at John Cochran VA Medical Center,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0504 - Acting Internship: General Internal Medicine at St. Mary's Health Center,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0505 - Acting Internship: General Internal Medicine at St. Luke's Hospital,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0506 - Acting Internship: Geriatric Medicine at Saint Louis University Hospital,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0507 - Acting Internship: Gastroenterology - Hepatology at Saint Louis University Hospital,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0508 - Acting Internship: Clinical Cardiology at Saint Louis University Hospital,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0510 - Acting Internship: Critical Care Medicine at Saint Louis University Hospital,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0512 - Acting Internship: Critical Care Medicine at Mercy Medical Center,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0901 - Internal Medicine Direct Patient Care,Credit(s): 1-12 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IM 0903 - Internal Medicine Research,Credit(s): 1-12 Credits (Repeatable for credit),NaN,NaN,Internal Medicine (IM)
IB 2000 - Introduction to International Business,Credit(s): 3 Credits,ECON 1900,NaN,International Business (IB)
IB 2930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 2980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 3020 - Latin American Business,Credit(s): 3 Credits,IB 2000,NaN,International Business (IB)
IB 3040 - Asian Business,Credit(s): 3 Credits,IB 2000,NaN,International Business (IB)
IB 3060 - International Business of the European Union,Credit(s): 3 Credits,IB 2000,NaN,International Business (IB)
IB 3100 - Geopolitics of World Business,Credit(s): 3 Credits,IB 2000,NaN,International Business (IB)
IB 3140 - International e-Business,Credit(s): 3 Credits,IB 2000,NaN,International Business (IB)
IB 3150 - Middle Eastern Business,Credit(s): 3 Credits,IB 2000,NaN,International Business (IB)
IB 3160 - Cultural Differences in International Business,Credit(s): 3 Credits,IB 2000,NaN,International Business (IB)
IB 3700 - Transitioning to a Sustainable World,Credit(s): 3 Credits,"CORE 1000, CORE 1500",Concurrent enrollment allowed.,International Business (IB)
IB 3980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 4120 - International Business Strategies,Credit(s): 3 Credits,IB 2000,NaN,International Business (IB)
IB 4900 - Global Immersion in International Business,Credit(s): 3 Credits (Repeatable for credit),IB 2000,NaN,International Business (IB)
IB 4910 - International Business Internship,Credit(s): 1-3 Credits (Repeatable for credit),IB 2000,NaN,International Business (IB)
IB 4930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 4980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 5010 - Managerial Economics and Data Analysis,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5050 - Financial and Managerial Accounting Methods,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5110 - Financial Management Skills,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5140 - International Business Environment,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5150 - Management Skills,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5210 - Marketing Skills,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5310 - International Business Strategies,Credit(s): 2-3 Credits,NaN,NaN,International Business (IB)
IB 5350 - International Marketing Strategies,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5410 - International Financial Strategies,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5430 - International Negotiations,Credit(s): 2 or 3 Credits,NaN,NaN,International Business (IB)
IB 5450 - International Accounting,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5510 - Asia Pacific Business Strategy,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5550 - European Business Strategy,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5610 - Latin America Business Strategy,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5620 - International Business Intelligence and Analytics,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5680 - Managing Cultural Differences,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5850 - Capstone: Multinational Enterprise and Assessment,Credit(s): 2 Credits,NaN,NaN,International Business (IB)
IB 5900 - International Study Abroad,Credit(s): 2 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 5901 - Study Abroad,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 5910 - Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 5930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 5980 - Graduate Reading Course,Credit(s): 2 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 5990 - Thesis Research,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 6000 - Global Business Environment,Credit(s): 3 Credits,NaN,NaN,International Business (IB)
IB 6220 - International E-Business,Credit(s): 3 Credits,NaN,NaN,International Business (IB)
IB 6320 - International Business Intelligence and Analytics,Credit(s): 3 Credits,NaN,NaN,International Business (IB)
IB 6420 - Developing Global Mindset,Credit(s): 3 Credits,NaN,NaN,International Business (IB)
IB 6800 - Theory in International Business,Credit(s): 3 Credits,NaN,NaN,International Business (IB)
IB 6820 - Seminar in Global and Regional Business,Credit(s): 3 Credits,NaN,NaN,International Business (IB)
IB 6840 - Seminar in Global Strategy,Credit(s): 3 Credits,NaN,NaN,International Business (IB)
IB 6920 - Comprehensive Exams,Credit(s): 0 Credits,NaN,NaN,International Business (IB)
IB 6930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 6950 - Special Study for Examinations,Credit(s): 0 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 6970 - Research Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 6980 - Graduate Reading Course,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
IB 6990 - Dissertation Research,Credit(s): 0-6 Credits (Repeatable for credit),NaN,NaN,International Business (IB)
ISTD 1100 - Intro to International Studies,Credit(s): 1 Credit,NaN,NaN,International Studies (ISTD)
ISTD 1930 - Special Topics,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,International Studies (ISTD)
ISTD 2800 - International Seminar & Practicum,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,International Studies (ISTD)
ISTD 2900 - Intercultural Seminar & Practicum,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,International Studies (ISTD)
ISTD 2930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,International Studies (ISTD)
ISTD 2980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,International Studies (ISTD)
ISTD 3910 - Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,International Studies (ISTD)
ISTD 3930 - Special Topics,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,International Studies (ISTD)
ISTD 3980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,International Studies (ISTD)
ISTD 4560 - Nationalism and Civil War,Credit(s): 3 Credits,NaN,NaN,International Studies (ISTD)
ISTD 4800 - Capstone: Seminar in International Studies,Credit(s): 3 Credits,NaN,NaN,International Studies (ISTD)
ISTD 4910 - Internship in International Studies,Credit(s): 1-6 Credits (Repeatable for credit),,NaN,International Studies (ISTD)
